Customer ID,Recency,Frequency,Monetary
12347.0,2,2.1972245773362196,8.63663174483544
12348.0,75,1.791759469228055,7.6110507905938976
12349.0,19,1.791759469228055,8.390618118825207
12350.0,310,0.6931471805599453,5.815323849389109
12351.0,375,0.6931471805599453,5.710195202428391
12352.0,36,2.6390573296152584,7.544443212992417
12353.0,204,1.0986122886681098,6.010678766031786
12354.0,232,0.6931471805599453,6.985086621918461
12355.0,214,1.0986122886681098,6.854997755239065
12356.0,23,1.9459101490553132,8.76008917268833
12357.0,33,1.3862943611198906,9.814036474622236
12358.0,2,1.791759469228055,8.265668169533484
12359.0,8,2.70805020110221,9.072903075516766
12360.0,52,2.302585092994046,8.346141490558791
12361.0,287,1.6094379124341003,6.238812787119009
12362.0,3,2.70805020110221,8.57273763684292
12363.0,110,1.0986122886681098,6.315358001522335
12364.0,8,1.6094379124341003,7.180907299649593
12365.0,291,1.3862943611198906,5.773588348900164
12366.0,634,0.6931471805599453,6.217085028297085
12367.0,4,0.6931471805599453,5.135210028677887
12368.0,628,0.6931471805599453,6.822959627277421
12369.0,413,1.3862943611198906,7.491171295388921
12370.0,51,2.0794415416798357,8.371313876010715
12371.0,45,1.791759469228055,8.31100016480189
12372.0,72,1.3862943611198906,7.169380809114136
12373.0,311,1.3862943611198906,7.028777507229587
12374.0,25,1.6094379124341003,8.003102242273277
12375.0,3,1.3862943611198906,6.1234134382372645
12376.0,390,1.0986122886681098,6.222873842839224
12377.0,315,1.6094379124341003,8.139533893646055
12378.0,130,1.0986122886681098,8.597356507200939
12379.0,82,1.791759469228055,7.389730709384001
12380.0,22,2.772588722239781,8.97322466309509
12381.0,5,1.9459101490553132,7.49829370985661
12383.0,185,1.9459101490553132,7.517689314673032
12384.0,29,1.3862943611198906,6.340641450869357
12385.0,379,1.0986122886681098,7.562369509825299
12386.0,338,1.0986122886681098,6.4949633954875114
12387.0,415,0.6931471805599453,4.976319863681136
12388.0,16,2.1972245773362196,8.269272711457157
12389.0,403,1.3862943611198906,7.268453120207762
12390.0,80,0.6931471805599453,6.311444385858925
12391.0,22,2.0794415416798357,7.918927007665679
12392.0,591,0.6931471805599453,5.462771921513567
12393.0,72,2.0794415416798357,7.773909941362495
12394.0,64,1.0986122886681098,7.149508589545504
12395.0,16,2.9444389791664403,8.526731556234932
12396.0,674,0.6931471805599453,6.837794081676172
12397.0,36,1.0986122886681098,7.7877554007552545
12398.0,46,0.6931471805599453,7.4004128587924045
12399.0,119,2.0794415416798357,7.582382009904704
12400.0,414,0.6931471805599453,5.32908902521479
12401.0,303,0.6931471805599453,4.446174454497633
12402.0,323,2.0794415416798357,7.127011283569154
12403.0,50,1.3862943611198906,6.910112498555815
12404.0,682,0.6931471805599453,4.162626069638506
12405.0,149,0.6931471805599453,7.445061184797548
12406.0,22,2.0794415416798357,8.711642574585087
12407.0,50,1.791759469228055,7.4437338971514055
12408.0,33,2.70805020110221,8.361857810107221
12409.0,79,2.6390573296152584,10.047218564245856
12410.0,301,1.6094379124341003,6.910212258135312
12411.0,410,0.6931471805599453,5.8519150821578965
12412.0,75,2.1972245773362196,7.856331190239167
12413.0,67,1.9459101490553132,6.842149521884143
12414.0,217,2.1972245773362196,6.541621454837154
12415.0,24,3.5263605246161616,11.872488265035575
12416.0,657,0.6931471805599453,5.315960801720632
12417.0,3,3.332204510175204,8.81123648831016
12418.0,113,1.791759469228055,7.609837423599662
12419.0,386,1.0986122886681098,6.222596109144375
12420.0,64,0.6931471805599453,6.3992436425478765
12421.0,16,2.1972245773362196,6.997440577854158
12422.0,96,3.091042453358316,8.323693390191712
12423.0,1,2.4849066497880004,7.86832697623342
12424.0,163,2.0794415416798357,8.098879897726775
12425.0,78,1.3862943611198906,7.427625873391348
12426.0,195,1.3862943611198906,7.17962042068608
12427.0,12,1.791759469228055,6.920543164325412
12428.0,26,2.5649493574615367,8.971854730362702
12429.0,9,2.302585092994046,8.914156931750366
12430.0,43,0.6931471805599453,5.5506312951620265
12431.0,36,3.5263605246161616,9.27990468016208
12432.0,43,1.791759469228055,8.529185001388596
12433.0,1,2.4849066497880004,9.924752835120543
12434.0,85,1.791759469228055,6.969301828633653
12435.0,80,1.9459101490553132,9.541579654832375
12436.0,100,0.6931471805599453,6.234430333369278
12437.0,2,3.871201010907891,9.425117018156786
12438.0,14,1.0986122886681098,7.9751692554798295
12439.0,683,1.3862943611198906,7.008034908772475
12440.0,457,1.3862943611198906,6.64528600900176
12441.0,367,0.6931471805599453,5.8524897948173935
12442.0,3,0.6931471805599453,5.153638355178593
12443.0,732,0.6931471805599453,6.186846280636522
12444.0,21,1.791759469228055,8.518484357502437
12445.0,22,1.3862943611198906,6.057907503656696
12446.0,58,0.6931471805599453,6.9110598129904375
12447.0,243,0.6931471805599453,6.168543217293113
